"fac","subj","crsnum","longtitle"
AP,HIST,3200,Medieval Law and Institutions
AP,HIST,3222,From the Norman Conquest to the Magna Carta and Beyond:  England in the High Middle Ages
AP,HIST,3234,Women and Gender in Early  Modern Europe
AP,HIST,3250,Italy in the Renaissance
AP,HIST,3311,History of the Soviet Union
AP,HIST,3315,Modern Ukrainian History
AP,HIST,3325,Islam and Europe: Past and Present
AP,HIST,3365,European Fascism: 1890-1945
AP,HIST,3385, Empires and Colonial Rule in the Modern Mediterranean
AP,HIST,3386,"Cooperation, Competition, and Conflict: Jews and non-Jews in Eastern Europe, 1914-1945"
AP,HIST,3392,The Spanish Civil War
AP,HIST,3395,From the Defeat of Fascism to the Fall of Communism: Europe Since 1945
AP,HIST,3420,The British Empire from 1600 to the Present
AP,HIST,3470,"Twentieth-Century London, 1918 to 2000"
AP,HIST,3490,Twentieth-Century Britain in Film and Culture
AP,HIST,3533,The History of Women in Canada
AP,HIST,3546,History of Aboriginal Peoples in Canada
AP,HIST,3550,Pre-Confederation Canada
AP,HIST,3555,Canadian Jewish History
AP,HIST,3561,Business and Government in Canada since Confederation
AP,HIST,3580,20th-Century Canada
AP,HIST,3591,"Politics, Law and the Constitution in Modern Canada"
AP,HIST,3622,The U.S. Civil War in American History and Public Memory
AP,HIST,3692,The United States in the World
AP,HIST,3736,Indigenous Struggles in the Andes
AP,HIST,3760,Modern Japan
AP,HIST,3762,The History of Vietnam from Prehistory to the French Colonial Era
AP,HIST,3770,Modern China
AP,HIST,3775,History of Hong Kong
AP,HIST,3779,History of Chinese Migrations and Overseas Chinese Communities
AP,HIST,3792,The Middle East Since 1800
AP,HIST,3838,"Social History of Modern Sport, 1850-2000"
AP,HIST,3850,Murder and Other Crimes: Law and Justice in 20th Century North America
AP,HIST,3870,Globalization in History
AP,HIST,3874,"History of Food in the Americas, 1500-2000"
AP,HIST,3891,The Nature of Cities: The History of Urban Environments in North America
AP,HIST,3990,Supervised Reading and Research
AP,HIST,4000,Honours Essay
AP,HIST,4010,Colloquium in Ancient Greek and Roman History
AP,HIST,4033,Topics in Modern European History
AP,HIST,4051,"Family, Work and Community: Canadian Society in the 19th and 20th Centuries"
AP,HIST,4052,From Memory to History: Cultural Revolution in the 1960s in Canada
AP,HIST,4055,God/U.S.A.: Religion in America Since 1491
AP,HIST,4065,"Indigenous Histories: Culture, Genocide, and Survival in the American West"
AP,HIST,4082,Re-Framing the Past: Films as History
AP,HIST,4130,Problems in Roman History
AP,HIST,4250,"Mediterranean Societies, 1500-1620"
AP,HIST,4260,Topics in Early Modern European History
AP,HIST,4350,European Thought in Crisis: The Shape of European Thought in the Early 20th Century
AP,HIST,4380,Selected Problems in Modern Russia
AP,HIST,4420,Great Britain in the 20th Century
AP,HIST,4460,Themes in 19th Century British History
AP,HIST,4515,"Murder in the Archives: Researching the social history of homicides in Ontario, 1815-1982"
AP,HIST,4520,Metis History in North America: From the Ethnogenesis of a New People in the 17th-Century Fur Trade to their Fight for Rights in the 21st Century
AP,HIST,4530,The Development of Toronto
AP,HIST,4725,Topics in Modern Caribbean History
AP,HIST,4752,"Gender, Sex and Family in Latin American History"
AP,HIST,4763,China Modern: A Cultural History
AP,HIST,4766,"Communist Revolutions in Post WWII East Asia: China, Korea, and Vietnam"
AP,HIST,4799,Selected Topics in African History
AP,HIST,4830,In Slavery and Freedom: Blacks in the Americas
AP,HIST,4840,Public History
AP,HIST,4990,Supervised Reading and Research
AP,HIST,4991,Advanced Seminar in History
AP,HIST,4999,Special Topics In History
AP,HND,1000,Elementary Hindi-Urdu
AP,HND,2700,South Asian Literature and Culture
AP,HND,3600,South Asian Literary Activism: Women Writers and Filmmakers in South Asia and the Diaspora
AP,HREQ,1040,Power and Society: Critical Issues in Social Science
AP,HREQ,1700,Women in Canada
AP,HREQ,1710,People in Society
AP,HREQ,1720,"Social, Political and Economic Themes in Western Civilization"
AP,HREQ,1730,Urbanization and Urban Issues
AP,HREQ,1740,Work and Society
AP,HREQ,1760,Introduction to the Political Economy of Canada
AP,HREQ,1800,Childhood and Society
AP,HREQ,1880,Social Change in Canada
AP,HREQ,1900,"Sexuality, Gender and Society"
AP,HREQ,1910,"The Global South, Human Rights, and Development"
AP,HREQ,1920,Male-Female Relationships
AP,HREQ,1930,Health and Equity
AP,HREQ,1940,Ontario: Problems and Prospects
AP,HREQ,1950,Prospects and Perils in the 21st Century
AP,HREQ,1960,Indigenous Resistance in Global Contexts
AP,HREQ,2010,Introduction To Human Rights And Equity Studies
AP,HREQ,3010,Human Rights and Global Economy
AP,HREQ,3100,Research Methods in Equity Studies
AP,HREQ,3125,Political Economy of Canada
AP,HREQ,3761,Canada's Social Policy
AP,HREQ,3762,Canada's Labour Market
AP,HREQ,3830,Women's Health and Medical Practice
AP,HREQ,3890,"Social Justice Studies: Theory, Analysis, Practice"
AP,HREQ,3891,"Gender, Religion and Human Rights in Cross-Cultural Perspective"
AP,HREQ,3892,"Justice, Community and Social Action"
AP,HREQ,3964,Equity in Schooling and Human Rights
AP,HREQ,4181,Research Seminar in the Political Economy of Canada
AP,HREQ,4652,"Violence, Enslavement and Human Rights"
AP,HREQ,4720,Directed Reading
AP,HREQ,4720,Directed Reading/Special Study
AP,HREQ,4770,"Democracy, the State and Freedom of Expression"
AP,HRM,2600,Human Resources Management
AP,HRM,3400,Occupational Health and Safety
AP,HRM,3410,Training and Development
AP,HRM,3420,Employment Law
AP,HRM,3422,Industrial Relations
AP,HRM,3430,Human Resources Planning
AP,HRM,3440,Leadership and Management Skills
AP,HRM,3450,"Equity, Diversity and Inclusion in the Workplace"
AP,HRM,3470,"Recruitment, Selection and  Performance Appraisal of Personnel"
AP,HRM,3490,Compensation
AP,HRM,3495,Human Resources Management Internship Work Term
AP,HRM,4410,Strategic Human Resources Management
AP,HRM,4420,Human Resources Research Methods
AP,HRM,4430,Career Management
AP,HRM,4440,Issues in Human Resource Management
AP,HRM,4460,Organizational Development
AP,HRM,4470,International Human Resources Management
AP,HRM,4480,Cross Cultural Management
AP,HRM,4481,Organizational Communication
AP,HRM,4485,Executive Coaching
AP,HRM,4490,Negotiations for Human Resource Management
AP,HRM,4495,Managing Effective Groups and Teams
AP,HUMA,1100,Worlds of Ancient Greece and Rome
AP,HUMA,1105,Myth and Imagination in Ancient Greece and Rome
AP,HUMA,1110,Greek and Biblical Traditions
AP,HUMA,1125,Civilization of Medieval and Renaissance Europe
AP,HUMA,1160,The Enlightenment and Human Understanding
AP,HUMA,1170,The Modern Age: Shapers and Definers
AP,HUMA,1200,Contexts of Canadian Culture
AP,HUMA,1250,"Diaspora communities and global cultures: Literature, arts, and imagination"
AP,HUMA,1300,The Cultures of Resistance in the Americas: The African American Experience
AP,HUMA,1400,Culture and Society in East Asia
AP,HUMA,1420,Introduction to Korean Culture
AP,HUMA,1435,"Japanese Culture, Literature and Film"
AP,HUMA,1625,Fantasy and Topographies of Imagination
AP,HUMA,1710,The Roots of Western Culture. The Ancient World (circa 1000 BC-400 AD)
AP,HUMA,1720,The Roots of Western Culture. The Modern Period (circa 1500-1900)
AP,HUMA,1740,The Roots of Modern Canada
AP,HUMA,1770,One World: Historical and Cultural Perspectives of Globalization
AP,HUMA,1780,Stories in Diverse Media
AP,HUMA,1825,Law and Morality
AP,HUMA,1840,"Existence, Freedom and Meaning: The Idea of Human in European Thought"
AP,HUMA,1845,Islamic Traditions
AP,HUMA,1846,"India: Life, Culture and the Arts"
AP,HUMA,1850,The Bible and Modern Contexts
AP,HUMA,1860,The Nature of Religion: An Introduction
AP,HUMA,1865,Introduction to World Religions
AP,HUMA,1875,Christianity in Context
AP,HUMA,1880,The Jewish Experience: Symbiosis and Rejection
AP,HUMA,1900,Introduction to Traditional and Popular Culture
AP,HUMA,1905,"Dangerous Visions, Brave New Worlds: The Science Fiction Culture and Our Scientific Age"
AP,HUMA,1910,Science and the Humanities: Nature and Human Nature
AP,HUMA,1950,Concepts of Male and Female in the West
AP,HUMA,1951,"Introduction to Gender: History, Culture and Ideology"
AP,HUMA,1970,The Worlds of Childhood
AP,HUMA,1971,Understanding Children and Youth
AP,HUMA,2100,The World of Ancient Greeks
AP,HUMA,2195,Defining Europe: Introduction to European Studies
AP,HUMA,2310,An Introduction to Caribbean Studies
AP,HUMA,2325,Introduction to US Studies
AP,HUMA,2600,Humanities for a Global Age
AP,HUMA,2640,Modes of Fantasy
AP,HUMA,2690,Introduction to Children's Studies
AP,HUMA,2830,The Founders of Christianity
AP,HUMA,2920,"Knowledge, Technology and Culture"
AP,HUMA,3000,Directed Reading
AP,HUMA,3014,Tragedy in Western Literature: Ancient and Modern
AP,HUMA,3016,Animals in Human Cultures: Interdisciplinary Perspectives
AP,HUMA,3017,"Aging: The Wave of the Future - Exploring the Myths and Realities of Aging Through Theories, Literature and Film"
AP,HUMA,3103,Childhood and Children in the Ancient Mediterranean
AP,HUMA,3105,Greek and Roman Religion
AP,HUMA,3115,Myth in Ancient Greece: Texts and Theories
AP,HUMA,3210,The Scene of the Crime - Criminality and Modern Culture
AP,HUMA,3305,The Calypso and Caribbean Oral Literature
AP,HUMA,3320,Caribbean Thought: A Post-colonial Perspective
AP,HUMA,3423,The New Testament Apocrypha
AP,HUMA,3457,Gnosticism
AP,HUMA,3460,Renaissance and Reformation: Brand New or New Again
AP,HUMA,3481,Studies in World Religions
AP,HUMA,3510,"Religion, Gender and Korean Culture"
AP,HUMA,3519,Contemporary Women's Rituals: An Introduction
AP,HUMA,3605,Imagining the European City in Literature and Film
AP,HUMA,3670,Fantasy in the Modern World
AP,HUMA,3675,Fantastic Journeys in Western and Eastern Literature and Film
AP,HUMA,3691,Picture Books in Children's Culture
AP,HUMA,3692,Representations of Children's Alterity
AP,HUMA,3693,The Rainbow List: GLBTQ literature and culture for children and youth
AP,HUMA,3695,Listening to Children: Ethics and Methodology of Child-Centred Studies
AP,HUMA,3697,Writing By Children and Youth
AP,HUMA,3802,Sikh History and Thought: Development and Interpretation
AP,HUMA,3803,Methods in the Study of Religion
AP,HUMA,3804,Theories in the Study of Religion
AP,HUMA,3810,Ancient Israelite Literature: The Hebrew Bible/Old Testament in Context
AP,HUMA,3814,Gendering Islam: Discourses on the Muslim Male and Female
AP,HUMA,3816,"Religion, Culture and Identity in the Balkans"
AP,HUMA,3817,"Memory, Authority and the Transmission of Knowledge in the Muslim World"
AP,HUMA,3819,Outsiders Inside Religion
AP,HUMA,3821,Female Spirituality: Comparative Perspectives - Western Traditions
AP,HUMA,3829,Antisemitism from the Enlightenment to the Holocaust and Beyond
AP,HUMA,3831,Torah and Tradition: Jewish Religious Expressions from Antiquity to the Present
AP,HUMA,3840,Rabbinic Judaism: Thought and Institutions
AP,HUMA,3841,The Emergence of Modern Yiddish Culture
AP,HUMA,3850,The Final Solution: Perspectives on the Holocaust
AP,HUMA,3856,Women and the Holocaust
AP,HUMA,3875,"Metaphor, Mysticism & Spirituality"
AP,HUMA,3980,Aspects of Ukrainian Culture I
AP,HUMA,3981,Aspects of Ukrainian Culture II
AP,HUMA,4000,Directed Reading
AP,HUMA,4103,Interpretations of Homeric Epic
AP,HUMA,4107,The Ancient Greek and Roman Novel
AP,HUMA,4140,Childhood in Canadian Culture
AP,HUMA,4141,"Children, Youth, and Digital Culture"
AP,HUMA,4142,Contemporary Children's Culture
AP,HUMA,4145,Fantasy and Children's Culture
AP,HUMA,4150,Life Writing
AP,HUMA,4160,"Storytelling, Multicentered Worlds, and Resistance"
AP,HUMA,4180,Europe Ö la mode: Fashion and the Critical Methodologies of European Studies
AP,HUMA,4185,Modern Moods: Nostalgia and Melancholy
AP,HUMA,4416,"Citing the Classics: The ""Premodern"" in Modern Japanese Literature and Film"
AP,HUMA,4430,Living Confucianism: Confucian Philosophy and Practice in Traditional and Contemporary East Asia
AP,HUMA,4501,Seminar in Science & Technology Studies
AP,HUMA,4607,Literature of Transgression: From Marquis de Sade to Tamara Faith Berger
AP,HUMA,4620,Works and Days: Writers on Their Art and Their Lives
AP,HUMA,4730,Topics in Arts and Ideas
AP,HUMA,4750,Gender and Sexuality in Jewish Life
AP,HUMA,4775,South Asian Religions and Popular Culture
AP,HUMA,4803,"Church, Mosque and Synagogue: Jews, Muslims and Christians in Medieval Spain"
AP,HUMA,4813,"The Arabian Nights: Morality, Sexuality and Strategies of Interpretation"
AP,HUMA,4816,Women in Islamic Literatures
AP,HUMA,4820,Transformation of Jewish Thought and Culture
AP,HUMA,4821,"Culture, Society and Values in Israel"
AP,HUMA,4824,"Imagining Anne Frank: The Girl, the Diary, the Afterlives"
AP,HUMA,4827,"Graeco-Roman, Biblical, and Early Christian Concepts of the Soul"
AP,INDV,4000,Individualized Studies Thesis
AP,INEX,9100,International Exchange Credits
AP,INEX,9200,International Exchange Credits
AP,IT,1000,Elementary Italian
AP,IT,1761,"Italian Cinema, Literature and Society"
AP,IT,1791,"Italians in North America: Migration, Immigration, and Beyond"
AP,IT,2000,Intermediate Italian
AP,IT,2100,Introduction to Italian Linguistics
AP,IT,2200,"Gateways to Italian Literature: Love, Society and the Individual"
AP,IT,2751,Aspects of Italian Culture
AP,IT,3000,"Advanced Italian, Level I"
AP,IT,3370,Boccaccio
AP,IT,3721,Mapping the Italian Experience in Canada: The Literary and Cultural Perspective
AP,IT,3750,Modern Italian Culture (in translation)
AP,IT,4150,Italian Regional Linguistic Varieties
AP,IT,4190,History of the Italian Language
AP,IT,4330,The Divina Commedia of Dante Alighieri
AP,IT,4651,Landmarks of Modern Italian Narrative: 1900 to 1950
AP,IT,4652,Modern and Contemporary Italian Narrative: 1950 to the Present
AP,IT,4750,Modern Italian Culture (in translation)
AP,IT,4775,Media and the Idea of Italy
AP,ITEC,1000,Introduction to Information Technologies
AP,ITEC,1010,Information and Organizations
AP,ITEC,1620,Object-Based Programming
AP,ITEC,2610,Object-Oriented Programming
AP,ITEC,2615,Object Oriented Programming for Internationally Educated Professionals
AP,ITEC,2620,Introduction to Data Structures
AP,ITEC,3010,Systems Analysis and Design I
AP,ITEC,3020,Web Technologies
AP,ITEC,3210,Applied Data Communications and Networks
AP,ITEC,3220,Using and Designing Database Systems
AP,ITEC,3230,Designing User Interfaces
AP,ITEC,3500,Information Technology Risk Management
AP,ITEC,3900,Internship Term
AP,ITEC,4000,Independent Research Project in Information Technology
AP,ITEC,4010,Systems Analysis and Design II
AP,ITEC,4020,Internet Client-Server Systems
AP,ITEC,4030,Business Process Management Systems
AP,ITEC,4040,Requirements Management
AP,ITEC,4050,Enterprise Resource Planning Systems Configuration
AP,ITEC,4220,Modern Approaches to Data Management: Database Management Systems
AP,ITEC,4305,Web Mining
AP,JC,1000,Introduction to Jamaican Creole
AP,JC,2000,Intermediate Jamaican Creole
AP,JP,1000,Elementary Modern Standard Japanese
AP,JP,2000,Intermediate Modern Standard Japanese
AP,JP,2700,Contemporary Japanese Culture and Society
AP,JP,3000,Advanced Modern Standard Japanese
AP,JP,3100,Japanese Linguistics I: The Structure of Modern Japanese Language
AP,JP,3751,Japanese Business Culture and Communication
AP,KOR,1000,Elementary Modern Standard Korean
AP,KOR,2000,Intermediate Modern Standard Korean
AP,KOR,3000,Advanced Modern Standard Korean
AP,KOR,3600,Contemporary Korean Culture
AP,KOR,3650,Understanding Korea through Korean Films
AP,KOR,3800,Language and Society in Korea
AP,LA,1000,Elementary Latin
AP,LA,2000,Intermediate Latin
AP,LA,3010,Roman Epic Poetry
AP,LA,3060,Roman Historians
AP,LA,4010,Roman Epic Poetry
AP,LA,4060,Roman Historians
AP,LA,4130,Guided Readings in Roman Authors
AP,LA,4140,Honours Essay
AP,LING,1000,Introduction to Linguistics
AP,LING,2060,English Grammar
AP,LING,2110,Phonetics
AP,LING,2120,Fundamentals of Phonological Analysis
AP,LING,2130,Fundamentals of Morphological Analysis
AP,LING,2140,Fundamentals of Grammatical Analysis
